pid_l,pid_r
805072220200167,801191720200107
711090620210089,711090620210182
805111720190234,813112320190094
805210220210119,809080920210103
805111320210279,805111120210353
805071520160393,713013520160742
805132520190141,805111120190544
805170520160275,711050520160538
805111120200557,711071120201354
805191520210250,821072520210268
805050720190061,205010920190093
805130220180175,715031120180225
805070120170381,701211120170087
805210120150253,813011520150115
607070220200026,103133120200016
607150720190204,503111320190139
607190720190107,713013920192289
607012120150036,607011120150235
713052520200072,713052520200274
713013920162100,411052120160205
805010320170382,805010320170490
713015420190857,816020920190232
713015420182073,603110120180163
713070620160024,809132520160136
213073520210028,201194120210096
809031320180260,709171520180260
809091920210082,109073920210062
809091520160115,803212120160038
809082120210043,815651120210070
809112520190139,809031120190197
809110720200144,711034120200163
809090320200007,815012320200132
809090920150055,819032320150170
809031320190107,807051120190125
809091720150230,109093120150066
701392720150083,807012020150125
701401920151132,801092120150020
701283620150198,505012520150018
701371920160610,717051520160013
701371520150036,803131520150059
701351520160185,711053920160206
701252320150269,813132120150010
701130720160069,823110720160097
701131920150262,713010320150051
104054520200063,217153120200109
701350920180137,815014120181406
605092320180045,605092320180135
701292520200003,713031920200078
213070320200006,205152720190155
213075320180092,213075320180090
701170320150481,801252120150142
701410920150392,717111920150086
701231320170137,403173120170123
104091920220059,403177920220093
401012120170226,711071120174634
817051920170227,711071920170391
817052320190146,115115320190064
701110720160195,503271320160079
701351520150281,606292320150077
701332320160006,815090120160092
217054720190063,101271720190059
407070920190051,511052320190017
407010120190073,711071120193006
713070120150227,801172120150018
713171520200267,813250720200238
713151520220129,503212920220025
713132320150012,701401620150026
713090520180261,816052520180189
503153520220046,713112120220086
503052020220026,104101120220043
713015520180696,407094920180094
603121920210019,405190520210029
701010720170052,101053520170059
701291320160335,816030720160060
815092320170008,815111120170105
815092320170008,815111120170176
807134720180364,807134720180372
701272920181039,409130720180121
701231120160290,711070720160608
701171920150553,711011920150068
701230320150139,701270920150010
701230120150184,115037320150092
701251720150139,707111320150145
213030520220012,117150120220022
213030520220012,117150120220017
809112120200161,805111120200484
701371820150203,113173120150055
104052520170345,104052520170091
104052120200182,305093720200193
405136120220099,711080120220574
405115920220060,103052720220213
405121320220084,101433920220100
405153920220053,106030920220102
405111320220042,103115920220071
405130320220014,111091120220052
405130320220015,111030920220083
405074120220079,713130120220137
405151520220052,601130720220042
109092320170002,101140120170165
221112120190126,302150720190014
209051720190022,209051720190029
815110220200028,815110220200041
511013120220161,107154520220049
511013720160015,701131120160143
711030120170544,713151520170566
711050520160538,805170520160275
711072120191515,601150220190068
711071120193214,813171920190113
711100320170511,805070920170178
711071120201354,805111120200557
711071120210233,403235520210034
711081120160720,819030920160063
711035120170447,821050620170248
813112120180401,713104720182457
813250320220080,809050920220066
813210120150259,701283820150275
813130720210338,813130720210120
813031520180180,711072120181494
813010820190369,819082520190261
813130120190050,815010920190445
511014720210293,605013920210304
511070520220103,711054020220402
511030120210318,801172720210115
511014120210283,101140920210476
823131720200059,819032120200139
817132520170049,711070720171449
817070520210179,707120620210236
817070920200177,713031520200200
817091720160097,813112620160232
817130720160115,801110620160022
807070920180478,713033320180099
701334520220105,505231720220040
701392320220271,501120420220091
803220120210257,805091120210101
701401620150867,403331920150166
701283220170690,501120420170183
701400120160990,405096120160033
701283620160843,411051920160016
809112320190202,711071120193181
809071920180027,817030920180414
809032120150091,803212120150095
809132320200039,815012720200427
809070120210084,403295920210079
705080420180335,705080420180129
605070420190022,107013820190010
605013920190426,603250820190191
217053720150066,1011307201549810
607011520170659,401530520170035
607011520170659,607011520170287
509072120150226,701230520150611
606210520180397,605191720180118
104075120150217,101081120150678
715112320190163,709090420190205
715090220180285,707121020180187
715090720190191,607150720190158
711035320220175,811112520220042
711080920180969,813112620180210
711034520190954,805071120190261
711080320150822,701332120150419
711100320190067,401214320190161
711070920180474,403310720180089
813111920180039,813111920180177
711071120151139,805112120150140
711080320181403,401510920180095
711030120161842,816011320160098
711070520170066,807150120170043
711080920150540,819121820150203
801272920150184,813211320150036
801131720180103,711034520181051
117112120180109,101231320180208
403254520170122,701250320170467
705030220170247,813090920170234
705012720180501,511021520180184
705071120180473,511053720180023
705011420160009,701284020160932
807092520210088,801211520210013
807011520180287,811074920180074
817112420170163,817010120170220
817112420170163,711080920170229
817031520180236,801151520180112
817031720160112,701400120161644
701350920150371,821060120150036
701350920150371,606321020150333
815072320170112,607030920170363
701393320150590,511050120150246
701393320150590,701392920151232
104041120170040,106120520170035
701332120170140,711080520173003
707052920180041,707052920180203
701130120150020,711020120150084
701390320180990,605011320180409
805092120180120,805093320180161
709130920210092,603052520210059
709010720190067,803090120190040
709131520180155,707021420180229
709050920210177,707111020210144
111112120160016,1012327201690214
209110120170024,117053520170127
101416620180257,101416620180188
107170220170308,401496920170107
401530520180167,711071120184371
401030520220096,701170320220079
401050920220133,107093120220060
401472920220088,403170120220114
401452920220042,817090920220080
401475920170169,711072120170886
701010720150189,605012320150387
713103920160279,701231920160569
713070120150264,701351520150418
713120320210144,816111920210336
713070520190112,717070320190185
503112320160159,713013920160287
803151120150134,701271920150577
803051320150152,803091920150157
803151120190073,711053720191041
505212120190323,717120520190183
409110720200115,705012520200148
409113320190161,713014920190202
403330720200048,403330720200108
409133720180112,813211320180665
803192320180367,809092320180232
803030120170208,511014720170208
705010920150234,701293320150083
605241520170249,605241520170211
805191320170442,803220120170151
805011120160172,803030920160254
805190720170061,711054520170221
101080320170280,221053320170163
805111520150289,711070520150427
805211920200073,815092820200367
803131120180312,807073720180134
807111320210146,816030820210102
807110920190042,803191120190118
807133320170090,711081120171261
807134520160065,803031620160120
701353120210067,403295320210050
405113520180044,711071120182325
401350720170155,106075320170296
701230420200270,701230420200266
817031120160227,801172520160168
701272720190215,709031520190031
709131520210193,709130720210217
709091720190134,401470320190024
111031920170211,106112720170251
213032920200046,213032920210007
217135720190055,209034320190072
713051520180168,807071720180329
713102520190273,819150620190187
713130720200340,715150220200306
816111520190118,816111520190252
707080920170057,809030920170237
707050120210104,811130520210109
1011405201512757,803191520150197
713012320162615,403257720160086
713152520180641,715111320180190
713014320200481,107170920200028
713104720210063,225011120210020
805011720190038,713013720190602
713015420201678,607092120200174
401491320180024,713170120180779
709090220190196,709090220190229
709090220190196,819070320190232
403192120190005,101073320190007
403381520220145,711100820220052
715170520180015,701170320180135
813071620210056,715030820210035
813090520150220,711050120150201
813010720150410,805010920150426
813010420160496,501030120160621
813170520150131,713102320150263
813170920170325,813170920170231
813090320150041,711071120151140
813050920160326,805173120160351
813211120180136,807010120180120
813250120170266,711080120172395
813050120170262,815110220170183
715151920170355,711071520170300
715110320220055,805210120220119
715150720150011,713130120150010
815012720190349,803170120190191
815032120190332,803170120190180
815092520180304,817070720180253
815130520180005,813050720180019
815650920170104,813170520170488
815152120190174,711070920191085
815133120200065,809111920200083
815110220200041,815110220200028
815111120170163,815111120170023
403231420170227,701293320170699
101530120170723,113011320170016
705030720160189,606330720160071
715072520170578,715072520170619
511021720170262,809050920170194
813071320200323,813071320200241
813251120180052,801070720180071
813170520210349,501090220210308
715090120150405,803211920150112
715110920170220,709052120170165
715151320170012,715151520170266
715112520160245,407133720160071
715030320160334,701291520160220
711090620150093,813011220150053
711030120172576,809133520170130
711030120161922,803090920160182
805050520150119,801171920150013
805211920150171,803051720150244
805110720170040,801030720170017
805051120200106,711034520200368
805190320180165,813010120150180
805111720190434,711071120190762
805051120220117,823111720220078
805170920150193,803110720150124
607070220180108,509073120180029
607092120200174,713015420201678
607190520160060,817050920160178
607012320210134,505171720210131
717051620220034,221011720220071
607151020190001,711030120190002
607130120200455,103153320200192
607130120200455,221053720200157
607130920170028,606270420170013
717012420150149,715090920150198
805030620180111,809130920180037
805170920170054,711050520171250
805111320160071,711072120160433
805212620160161,711053720160085
811150920150200,709010620150212
811131120200043,701283220200420
106072320210160,711070720211259
106091420220058,211070520220031
221192520220012,221191320220009
713171520150065,809091120150093
713153720180414,401153120180037
713012320161955,605132020160252
803050920180179,801032120180117
803071320180367,813170520180310
713171520150305,711080320150062
503210120160050,603190520160043
505012120210058,817091520210032
603071920190006,813210120190073
217053320210052,113170520210075
606211620190186,401272320190245
606210520150122,607191620150028
807031820190193,807031820190404
711030120160097,823110520160086
711080320160684,409133920160026
711080320160684,701231520160594
711041720180209,713070120180445
711012120190077,807130520190121
711034520191125,809031120190197
711030120173067,823031520170407
821050920190231,821050920190238
1010307201517626,817090920150149
813170520170488,815650920170104
813300320220036,803031120220083
813190520160081,805110320160067
813170520150011,711010920150051
813300120160047,805131720160057
715072520170619,715072520170578
715011320190119,815091120190166
715132220190126,405192120190073
715150320160117,713012320160647
715131220190135,707010520190468
401534720160185,401472320160104
411130720200109,807110520200055
411051120170091,701231920170236
807091520150139,801211520150067
807190520160054,701170120160421
807011920210311,811091120210042
807010120160273,803150320160009
817110520190114,817110520190163
807072120190189,823030320190075
709171720170263,711090720170086
709091520200320,717011620200194
801072520200034,606110320200229
709090420190328,709090420190203
115033320200014,816011320200022
115135320200061,211073120200046
115135320200061,511073520200072
107030120170400,107092920170009
107155120150128,807011520150172
401496920170107,107170220170308
401496920170107,405201120170109
217133720210055,217133720210086
711053720191041,803151120190073
403255720210131,103130520210235
403132720200058,407132120200061
606330520160081,403052020160055
606320720170251,605252520170198
605013320210361,501090320210532
605011320180409,701390320180990
605190920170005,606340420170118
605320120190002,817051720190001
605031320180219,505152720180073
101195320150326,403252920150077
819150820180341,819150820180002
819030920220015,603110720220003
713171320170154,701371920170548
709090520170173,813011520170308
709112520160205,707090120160283
709112520160205,701171920160384
709112520160205,709151720160075
115094520170017,101371720170249
101082320170042,221131920170103
101081520160647,1012327201690419
405133120170062,713013920172561
107090920190069,809082720190076
701250520210140,701151120210292
605070120180314,605070120180252
101011320180247,201195320180075
301180420220051,717030120220046
101011420180181,111052720180026
101414720170319,711071120170528
805191520170070,707080120170293
805150720200062,813010920200579
715151920170320,711080520173190
801050120150053,803050520150167
801032120190113,803071520190197
801091120160121,807051120160129
801212320170203,709131120170159
715011920180272,813050520180269
715011720180183,817090920180183
715030720170073,715030820170037
711071120181778,403233520180032
711080720180500,819030320180196
711070520180001,813010420170502
805111120180196,813211120180456
711072120162373,715020720160174
711030120160407,815130420160002
711034520170325,107071920170185
711052920170347,713014920170946
409113120190004,819083120190319
113093320180020,106091920180033
701371520160153,403134120160141
707080920160175,707050120160193
811160220210124,823011920210202
811113520170165,713015420172224
109021920160103,813051720160358
109060520180009,101030720180283
221171120190125,813090120190229
819121220180139,819121220180422
511010320200268,701231120200517
711050520171124,713013720171178
711100320170333,607153420170257
711071120150511,713030720150071
711041720210214,807191120210063
701284020160932,705011420160009
711070720201136,607212120200078
711080520170638,401370720170071
711081120150190,705030120150232
711100420210291,803132520210042
711053720150126,813070420150143
511024320160097,511024320160074
711072120181494,813031520180180
711030120161494,711034720160723
711071120182400,817050820180206
711034920160833,701231920160911
711071120174170,803131920170158
711072120182329,607210320180043
711071120190732,823030820190015
711034720160700,803012320160168
711071120183480,817090920180151
711071120174307,403310820170077
711071120183840,821091520180229
711081120161432,705070720160163
711011120160311,411030720160087
711070920180226,819071120180164
403191920170107,403354120170083
403233120170012,701401920170176
403251120170028,711072920170041
117112720170215,101230120170100
117112920170115,711072120173218
815110720160112,711070920161676
815130420170267,711071120173079
815072120200094,803090320200043
403132720180059,405071720180060
403291920190109,711071120192652
403352120190268,709010720190424
501050320170415,803131120170337
501031320170374,807190420170234
403353520170238,103210920170110
501130320190117,707010520190302
501030120180749,101515520180161
605013320160275,505050120160189
605231420170311,505091320170232
605090720190018,107092920190009
605170120210048,407132720210042
605151320200104,713015420201681
713011720191269,401354520190116
713151520180350,817112120180292
713052520200274,713052520200072
117030520210094,117031120210063
801110620140028,717071120140172
801070720170080,807110120170211
801171920160313,813191520160096
801250320150138,606321120150229
113092920150058,302010120150078
113171320160117,501051120160668
403136320170054,104040720170200
606321120150153,607153420150097
711080920170046,711080520172801
605240720150475,606320120150029
605013520150342,606290320150149
403310820170077,711071120174307
403310820170077,403315920170144
403173920190097,705030520190253
302010120150078,113092920150058
217076120160056,101081920160472
713050520190247,805150920190287
713170920181337,803050520180208
407010520170035,409010520170031
711080720170722,705080320170117
711053320180377,811091120180036
819071320170069,819071320170160
401512120200184,401512120200185
711080720160035,821061920160072
711072120171603,401051320170104
711071120162170,805111520160360
711010320160385,805070520160026
711054920170745,805110920170200
403230320150235,701401920160685
407111920170135,511010120170771
407031320170102,407031520170184
805172520170132,805172320170326
713050520190214,813211120190812
713051520180178,717012120180066
713015520150189,817130920150027
713112120220086,503153520220046
713170120180785,813150920180147
713013920171989,401414120170087
803070320170134,711054720170072
803220420170126,707060120170189
803071920200050,605152120200078
803130520220022,805011920220070
803031320210057,501030120210335
803092320180096,805151520180198
409130920170082,409133120170140
809082120180088,411030920180124
809051320160109,711070120160669
113033520190059,707120720190209
809092320170256,701283820170520
809111320170066,701130120170398
701330920150128,809090320150023
701283220161053,817010120160085
701230920150386,403250720150019
701231320170919,701393720170684
607010720160055,607011120160331
701390320150493,803151320150117
701351520160187,701350120160385
819060920160059,823100720160156
819082520160265,815053720160156
819071320150188,711070920150545
819150920140094,821011220140264
111072520160059,101110720165272
115012120190499,103032320190398
115035720160057,115051520160023
115035720160057,117031220160027
215010920180050,101081320180083
215172720170498,401270920170133
215172720170310,401533520170126
207071120170029,207071320170041
605071520210372,701390320210710
109035720190044,113133320190076
101110920160258,209011120160066
711040920180009,701151920180097
711030120161226,813250720160085
711071120190544,601050720190086
711035120160198,817030920160067
711054520180167,803091920180179
711011620180397,816111720180090
813170520150061,805010920150426
403141720210193,701371320210297
606291220160151,713012720160427
403310520220071,107154520220049
403172120210221,807072520210018
403252720220091,801153920220146
403191320220048,103116120220102
605251320150033,701402420150044
407134920200051,815651120200101
713010120220036,701350120220114
713170720210029,511014920210074
713050920160031,809030320160115
713051120220049,709050520220065
713104920220104,221113720220034
819061520170085,509051720170066
819092720170034,813211320170659
401412720180116,711071120184528
401151920190113,107172120190073
807094120160054,811073120160037
807131920160021,805150120160025
801012020200033,501031520200145
807073920210066,805190520210166
807131120150090,817030120150066
701153120180309,701153120180633
807072520220017,104060720220072
817131120170391,817131120170251
807051720190162,811074720190031
103152320170166,101194920170361
701191720150035,815011520150201
813250720160085,711030120161226
715011720180215,701283220180802
715031520190065,707061520190095
711071120192529,807133920190187
711071120175191,411011320170248
711071520170427,821040920170268
823070820170065,805070920170221
823011320220165,106091120220116
823030320190075,807072120190189
823012920170181,805110920170188
823100720160156,819060920160059
823140120190053,823140120190355
301091520190011,302170420190018
805212120180082,813041320180167
805111320170453,813300420170048
805111320170453,805052320170187
805011520160466,711034920161139
805071520190309,819050120190261
805011120150419,711030120150244
805072020170005,813230520170086
805210220170078,701353520170170
805191520200137,817131320200176
805030820220026,405011720220042
401470120220134,407031720220035
401470120220130,605150120220137
107071920170185,711034520170325
805130520210113,606330120210257
805071120190256,805030120190473
805051120190480,711041320190197
805171320180307,803151720180082
805171920160293,801171920160199
816070220200182,816070220200159
813091520170089,805011520170702
607131920180268,813170920180122
701191520180099,701191520180112
607070520190333,803111920190154
607070720190138,711030120191027
717091520140162,401030520140060
717012220170409,813090320170148
815030120180015,803190320180233
209032920190125,607010920190261
805151720170064,816031220170181
805011920200448,707091320200043
805011920190415,816091120190017
805172720190286,805191320190215
104051920160159,701171920160276
104075320160083,217090520160037
809031120150001,501130920150411
501050920150115,607011920150272
605190920210333,211112520210194
605070120200322,713090720200460
605070120180252,605070120180314
605152120190001,605152520190032
401493320190058,711053720191684
403111720200047,221011720200083
403111720200047,103116720200055
509011720200078,511010220200110
103100320170106,717011820150275
403174120220012,101090720220045
403231720190223,711080120191105
403135320220026,107230720220032
403236920220045,403255720220059
605250920220022,405121720220035
605031720150044,817071920150029
605251720180115,713014920180699
605252520170198,606320720170251
407092120210018,813112620210037
713014920200114,813131920200130
803150920220008,405151720220011
713015420200722,603112120200026
713132120190508,707071720190158
816010320170273,711010320170450
816090320190147,815013920190720
816111920210336,713120320210144
816120520210106,819091720210102
816070420190285,816052520190035
816070320190212,815152120190059
811150520180059,801130320180094
811160220170116,701283020170387
811091120180036,711053320180377
109130920200107,115111920200143
101392520210248,701351920210517
711091120150036,805212020150030
711034920160276,701283120160281
711050120150201,813090520150220
805011920200335,805011920200415
711070920171798,805091720170052
405091820210066,405200520210044
711071920220043,709110120220040
711030120211182,701151120210292
711090620170200,813210120170967
711071120162766,805112120160093
807074520190093,807074520190230
511020120160142,115051720160122
816111520190252,816111520190118
816052320210067,819030320210178
816052520160007,819032520160013
816070420200080,713120320200033
809111320180052,807132520180030
711054920170873,809032720170153
103144720190040,605240520190092
103143720190112,511011720190079
103193520210077,816071320210212
103052520210280,707070720210093
103052320210144,205012320210173
103050320210129,801270920210195
103052720210527,115137120210080
103132920210446,107133720210098
103150320190163,115114720190166
101370720210211,107190920210165
101271720190059,217054720190063
713130320170196,713130320170478
701130920180418,809092720180043
701171920180349,713122320180477
101193320170057,403350120170127
101082120173073,101093120170085
701112520160611,701112520160628
707010120220031,819110120220018
707030320180070,803132620180074
707071520210183,103152120210100
707052120190172,707052120190094
707051720160182,713131720160266
711070920173795,823110820170119
113173120150055,701371820150203
403235920170056,711081120170945
117053520170127,209110120170024
113133320190076,109035720190044
403330320160099,709091520160224
606331720160175,807152320160049
606351720180186,803090320180055
103211720200092,607191120200057
107234320200062,107234320200053
101192720170257,211113320170166
221154520180101,225031320180300
221010320200315,605192720200347
221053720200157,607130120200455
101141920170470,405113720170196
101073320160722,113012520160188
205012320190220,213012520190069
401351920220052,701191920220041
405030720190142,509030720190228
401051320170104,711072120171603
411150120170180,407011620170042
701391120210141,709051120210134
817111320180040,817111320180119
605192120170171,605192520170157
701393320210018,405094920210002
701331520170858,816021320170255
701252120220177,115155320220022
701170320210471,705070320210321
701402420150248,403311520150022
701170720170773,401010520170208
701170320060005,505212320160236
701170320170747,819030120170073
403295520190155,403295520190125
509071320170041,713011120170348
509071320190003,405192120190111
509070520150002,701351520150021
509111720160047,115135920160105
509123520170439,603232520170126
701371720170653,117133920170068
701401920150750,819111120150034
101053120200090,101150320200253
104010420220130,717030120220046
107093520200005,815090120200346
707120720200180,709170520200245
707053120150068,713012920150098
707020920170012,813051320170167
707070520180345,606320120180111
805071520170525,701371720170133
805110520170014,711080520170486
607031720180171,606350520180434
717072320190387,603090920190029
717031320220107,801151920220081
717011820220209,505052720220048
717011620190344,115111720190077
717012420140314,807172720140034
411070120160097,409153520160408
411030920180124,809082120180088
103051120190283,403336520190183
807134120160160,803210920160112
807031820190404,807031820190193
807070520210085,715020920210153
807094720160011,817071520160020
807051120160129,801091120160121
101093520160387,101093520160568
701370720171199,811133120170152
701230920170185,511050320170109
701371320210297,403141720210193
101250320200397,713013920201090
701392320220259,819031920220116
817070920180227,817070920180024
511072520150025,809110720150014
511013920210295,803210720210135
511021520180184,705012720180501
511050320210182,809090520210054
813251120180469,816120920180060
715130620200217,501120520200594
211113320170166,101192720170257
809110320180173,809110320180094
809011520170202,801210120170076
809082720220084,221090920220050
809132120170055,107154520170136
809073520150076,701271720150025
809080720150101,803091920150157
809130720150172,817031720150048
809131720160011,711034920161089
801011320200075,809050320200100
805130920180091,803091920180191
809050920170194,511021720170262
809030920170237,707080920170057
701230720150114,711030120150065
701392520171836,109073320170024
701402020160889,813090120160243
701230120170066,709151520170071
701283220161258,805151120160207
701330720160317,813010720160453
104030920190139,707021220190221
701271720150025,809073520150076
701283820160202,505010520160036
701371620150150,117112120150054
701231520170142,816120120170102
701131120170429,811093720170046
701131120170429,701370720171116
701411420150227,713131920150147
605110520180068,713171520180260
403290120210069,117054920210115
606210120150124,713010720150093
606350520170394,819071320180162
606320120150029,605240720150475
601130720150059,711100220150004
401194120180097,401194120180193
101531520180276,117133120180087
805051120160188,711070920161269
805190320160104,711070920162011
805170120190146,803112320190189
607031920180370,607031920180391
607011320160229,405114320160062
607150920150208,501130720150222
717051420190174,701330320190694
717031620150115,717090720151282
717031620150115,701293320150205
401411120170264,701401820171196
401530920200143,713013520200716
115011320190088,221093920190381
401271920210018,711071120192233
107092920190009,605090720190018
711071120162888,815053120160239
711071920200322,805070720200107
819122120200050,819120520200159
711070920180726,813051720180299
711072920170003,701370920170236
821011120200237,821011120200482
711011620170210,409053920170052
711054320190133,816091320190256
711034920161223,823030320160165
711050520180234,819071320180026
711080120220261,101451720220024
711035320170244,803070320170347
511070120160224,713102720160051
511082120220035,205190520220109
511030720160081,713013920161250
813250520170068,715020920170475
813091020170300,817050420170222
813250720190192,817091120190095
813011220150053,711090620150093
813070420150143,711053720150126
101082320170038,117010520170042
807150920200053,713153120200369
701151320220177,709090520220098
701372120220106,403351920220076
701231520210600,811112320210094
701350720220055,717050320220050
701130920220121,717111520220104
701051720160011,605010120150124
701191920220041,401351920220052
701402120220085,817070820220034
701231120220265,403330120220052
701231120220265,221114120220116
701192320170109,511020920170099
701270320170328,807010120170124
701270320170328,701270120170214
701011720180314,109133320180024
701371920160640,505051920160063
701271320170211,509111320170174
211113320190135,101031120190215
211033720220049,101390520220072
211072520210191,213131720210129
215031220220076,503010920220027
211071920220038,509052120220053
211070520220031,106091420220058
211111520220040,713072020220208
211020120220066,225151320220060
211011120220048,103111320220085
211095120220032,103071720220067
211114320220028,103132920220172
211071620220051,711100820220052
211012320220065,405152120220095
211054320220028,403177520220055
809070120150211,701111320150136
809030320150045,807132720150034
809030320160086,805111720160461
809031320160190,701150520160132
801171920160199,805171920160293
809010120170131,815014120171646
819031720180087,807130720180151
809112320190221,809112320190154
809092720160132,815010720160073
809052320160091,711050520160559
809092320210047,809110720210077
809073520170209,815133420170052
809133920220049,111051320220049
809130120170138,809130120170093
809010520190342,809092320190007
809071320170114,807134520170232
809080920220056,111013320220068
809071320160157,821010920160266
803030120170317,815014120171709
603190120170522,405154720170138
813251120220170,107133920220039
813051420180410,711070720180830
813110720190121,221170220190151
813050920190201,809010920190109
813090120160243,701402020160889
813051320170224,805170520170275
601012720200099,403172920200025
601013920220058,809092120220066
601012720200258,815010920200360
707111020210144,709050920210177
707052220160132,711040420160037
819091720220042,501051320220079
819070520190179,711071120192319
819051120200004,713012920200186
819030720210174,403331920210137
819071320220072,805051720220021
819030920220107,405131120220034
816111520210089,816111520210210
819052720200039,107090120200075
819150820220123,101332520220125
713014120150418,505012720150091
713014920170946,711052920170347
713170920190185,813010520190353
713014120190143,103010920190023
713130120150010,715150720150011
819111120150034,701401920150750
819030920180158,711034520180576
816072120170309,713151520170498
819082320160150,815152120160216
117090320150119,221152920150214
606270220180203,605012920180721
606330320200086,709110120200082
605240920180068,805011720180027
605152320190173,713013720190869
605320820200015,813011020200036
713033520200049,713033520200180
505093320200050,715010320200512
603071820170206,401531920170326
505093520210174,807132320210198
505150920210132,805110720210349
713013920172961,401472320170083
713102720150017,701371920150376
715020720160307,717070520160323
715020720160307,715131520160107
715150320150244,711070520150186
715111120190076,815070120190039
711021320160086,709050120160058
713132320190115,817050120190108
711050520150286,607152920150011
711071120183052,803110920170221
711071120150153,807090320150153
711080920181085,713172320180180
711090420170120,713012720150308
711040920180231,817050120180163
711054020171194,803051320170287
711070920174009,709112520170313
813171920190113,711071120193214
813010820170405,805211520170105
813230520170086,805072020170005
601010120190470,605031920190282
707120920220021,107072120220044
715151520170266,715151320170012
715151520170266,711072120170567
715030820180098,823070520180259
715030820180098,709031320180160
819060920190117,819050520190223
801110620160022,817130720160115
711053720191684,401493320190058
711034920161139,805011520160466
711080320161199,407031520160083
711072920200345,819081920200166
805111720190122,805111720190533
711071120181035,803150920180047
711080920170377,713130720170451
711071120150942,111071720150041
711071120151778,803051720150244
711034920170937,606331920170023
805110320180311,805110320180469
711053320191094,819071320190123
117012320200083,405031120200048
117131720200194,221072120200324
117011720190347,115093720190057
509111920160150,605240720160408
509071320170088,801153720170315
403171920220140,505052720220048
403350120220150,605170120220061
403174520220166,401351920220061
403272720210055,717111520210192
403135920220096,801050720220030
701130920170037,111111520170100
817160420170024,603240220170434
701430920170154,713070720170618
107170720170074,101140520170499
405174920180015,403380920180162
405200520210044,405091820210066
701250120170116,603110420170124
701231120160241,509101120160394
817070320150207,821010120150179
817032020200034,601081320200021
817160520170140,815012720170573
817150720180205,509052020180099
817030420170141,709110120170237
817010120170230,809132520170082
817011520210156,217052320210056
817030120220031,407074120220039
701171920170854,401511320170080
1012327201690419,101081520160647
205112320190030,511012120190084
113172720180082,101211920180189
501030720190099,713013520191119
705012520170024,715010520170491
705080120170045,511010120170256
711100620170074,711100620170102
701330320190694,717051420190174
107133320150041,717031620150056
405114320160062,607011320160229
107153920180104,104035920180305
115077720220019,103071820220090
115078720220042,717051620220065
115072520220028,401292320220055
505014120210147,501090520210827
225060320210143,215111720210136
225060320210143,817031920210072
501090520161163,411131720160019
501050720170532,409050120170455
501011320220039,809080520220023
705012520200148,409110720200115
605031920190282,601010120190470
605152320190188,813110120190329
605320920210235,401435720210086
701192520170071,713121920170039
701401920160828,705070920160158
107235320170026,225010320170078
107230320150044,10113092015109510
405152920210145,106012220210229
405121720220035,605250920220022
101515520180161,501030120180749
817151720150069,711050120150558
817111320190028,713012920190684
817030420170018,701231520170047
817151720220076,501120720220168
817030120170086,701392320171522
817091520200278,115114120200119
817071720200042,221155320200022
817111320180239,817111320180192
817110520170126,817110520170092
817051920180196,221153720180175
817071720160099,711070520160945
701393320170234,811131920170044
701171920160265,606271120160342
701331320160519,713012320160890
821010120170241,701130720170067
815092720160307,816071320160239
815111320170098,713013920173186
815650820180031,816021320180066
113171720180197,101081320180083
113131120180062,101091320180353
113131120180062,113132320180071
815130220190074,809132920190042
815070120180346,711072120181567
815053120160239,711071120162888
815130420150094,701030120150011
815014120180955,809052520180116
815014120172034,815014120172037
113131920210108,101140520210369
113131920210108,101140520210345
701231720170074,503251420170177
809092120160173,511031920160114
809030720160058,701402020161015
809090720220065,711054520220215
809110520210092,511050320210280
809082720160206,701290320160059
809050920160036,803131120160196
809080520190183,115132720190113
809051120170039,711070120170572
809090320210059,809092320210007
101110120210158,803191920210044
103190720210073,115037520210089
107191920210044,211053320210064
701350920210198,211112920210061
821010520160374,821090520160035
821010520160374,819010520160382
821060120150036,701350920150371
821062120190338,715152120190256
101474120160308,701390320160173
605311720220036,813040120220081
605192320190017,705030520190113
605192320190017,705030320190050
605170120220061,403350120220150
605014320220188,103114120220125
605071120190287,605071120190249
605130320190306,605130320180623
819071320160149,711030120160165
603011720170374,711010320170075
709150720210016,709150720210070
709090520220098,701151320220177
709031120220007,813090120220013
709030720200013,403172120200036
709010320210185,701335120210087
709151720190340,819121820190326
709150120170356,603053720170329
505232120190028,505232120190190
713070720170618,701430920170154
803211920150112,715090120150405
505011120150030,505030320150152
811031920170041,701190320170002
701111520140154,701111520190050
305071920170062,101372520170150
221114520170208,221114520170300
811112320210094,701231520210600
811091120210042,807011920210311
811092720200052,807011920200318
816120120170102,701231520170142
816011320200022,115033320200014
707082920180059,707082920180208
811150720190175,819060920190131
109062520170014,303201120170033
711070920150237,805111520150368
711100220190442,403132920190077
711100220190442,403136420200023
711070720160608,701231120160290
711011920150068,701171920150553
605110320220043,103115720220092
711041320210023,109073920210006
815650220150023,809133720150143
815011520170216,816052320170179
815071920210269,816050220210083
815092820170163,815092820170249
815154120190131,801031520190025
815092920180126,803130920180126
815132920190026,715110120190220
815011520140054,819010320140203
815651320200055,813131320200051
815111920200119,815091120200340
815091320170093,701393720170837
815651120200101,407134920200051
113170520210075,217053320210052
403132920190122,607050220190191
403010320190385,819010720190272
817070520150121,711041520150042
107154520220049,511013120220161
107154520220049,405120520220048
107154520220049,403310520220071
107154520220049,113071720220032
107093120220060,401050920220133
107232720220045,106011520220128
405173120190134,711100820190125
